"customer_id","customer_name","service_plan","service_address","provisioned_bandwidth_down_mbps","provisioned_bandwidth_up_mbps","router_serial_number","account_status","email","location","created_at","updated_at","contact_phone","multi_site","subscription_tier","industry"
CUST-001083,National Company,Basic Internet,"02867 Sarah Underpass, Tampa, FL 33603",100,20,RT-JNP001083,Inactive,support1083@wong.com,"Tampa, FL",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001084,City Marketing Services,Standard Internet,"45591 Frederick Inlet, Tampa, FL 33603",300,50,RT-FTR001084,Inactive,support1084@garcia-davies.com,"Tampa, FL",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001085,National Associates,Basic Internet,"032 Holloway Overpass, Tampa, FL 33604",100,20,RT-FTR001085,Suspended,support1085@adams.org,"Tampa, FL",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001086,Global Company,Enterprise Plus,"421 Obrien Green, Tampa, FL 33603",5000,1000,RT-CIS001086,Suspended,support1086@schneider.net,"Tampa, FL",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001087,Global Partners,Enterprise Plus,"9340 Phelps Shores, Tampa, FL 33602",5000,1000,RT-CIS001087,Cancelled,support1087@neal.com,"Tampa, FL",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001088,Innovative Construction Solutions,Enterprise Plus,"6634 Clark Mountain Apt. 201, Tampa, FL 33607",5000,1000,RT-FTR001088,Cancelled,support1088@matthews.com,"Tampa, FL",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001089,Acme Industries,Business Elite,"2214 Watts Prairie, Tampa, FL 33606",2000,500,RT-JNP001089,Suspended,support1089@higgins.biz,"Tampa, FL",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001090,Tech  Inc,Business Elite,"894 Paula Shoal, Tampa, FL 33618",2000,500,RT-CIS001090,Suspended,support1090@diaz.com,"Tampa, FL",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001091,Prime Enterprises,Standard Internet,"00462 Ford Locks Suite 725, Tampa, FL 33611",300,50,RT-JNP001091,Inactive,support1091@levy.org,"Tampa, FL",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001092,United Group,Business Elite,"24617 Hernandez Dam, Tampa, FL 33614",2000,500,RT-JNP001092,Pending,support1092@hunt.com,"Tampa, FL",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001093,Metro Partners,Standard Internet,"260 Crystal Station, Tampa, FL 33625",300,50,RT-JNP001093,Pending,support1093@mcbride-watson.com,"Tampa, FL",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001094,Acme Services,Basic Internet,"8332 Becker Walks, Tampa, FL 33606",100,20,RT-FTR001094,Inactive,support1094@manning.net,"Tampa, FL",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001095,United Construction Corp,Basic Internet,"0798 Ryan Throughway, Tampa, FL 33614",100,20,RT-FTR001095,Pending,support1095@williams-cook.biz,"Tampa, FL",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001096,National Media Enterprises,Business Standard,"6799 Sandra Village, Tampa, FL 33619",500,100,RT-JNP001096,Pending,support1096@walker.com,"Tampa, FL",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001097,National Construction Solutions,Business Standard,"946 Smith Forks, Tampa, FL 33615",500,100,RT-HPE001097,Pending,support1097@walker.com,"Tampa, FL",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001098,Tech LLC,Enterprise Plus,"60148 Smith Ways Suite 907, Tampa, FL 33618",5000,1000,RT-FTR001098,Pending,support1098@lewis.com,"Tampa, FL",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001099,Elite Company,Business Premium,"8528 Alexis Meadow, Tampa, FL 33614",1000,250,RT-HPE001099,Cancelled,support1099@murphy.info,"Tampa, FL",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001100,Prime Company,Business Premium,"24244 Martin Meadow, Tampa, FL 33615",1000,250,RT-HPE001100,Cancelled,support1100@daniel.com,"Tampa, FL",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001101,Regional Partners,Standard Internet,"8811 Morgan Walk Apt. 314, Tampa, FL 33601",300,50,RT-CIS001101,Cancelled,support1101@wilson.com,"Tampa, FL",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001102,Advanced Consulting LLC,Basic Internet,"878 Timothy Ridges, Tampa, FL 33612",100,20,RT-CIS001102,Suspended,support1102@floyd-kelly.com,"Tampa, FL",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001103,Advanced Solutions,Basic Internet,"63840 Victoria Estates Apt. 528, Tampa, FL 33604",100,20,RT-JNP001103,Suspended,support1103@nichols.com,"Tampa, FL",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001104,Advanced Technologies,Business Premium,"6618 Lewis Field, Tampa, FL 33601",1000,250,RT-JNP001104,Suspended,support1104@walsh.com,"Tampa, FL",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001105,City Manufacturing LLC,Business Premium,"787 Morris Land, Tampa, FL 33607",1000,250,RT-HPE001105,Active,support1105@yoder.info,"Tampa, FL",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001106,Global Construction Enterprises,Basic Internet,"95055 Brady Avenue, Tampa, FL 33612",100,20,RT-JNP001106,Suspended,support1106@atkins-miller.com,"Tampa, FL",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001107,Innovative Construction Corp,Business Elite,"277 Wilson Valleys, Tampa, FL 33608",2000,500,RT-JNP001107,Suspended,support1107@hartman.com,"Tampa, FL",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001108,Digital Legal Inc,Enterprise Plus,"8640 Brian Hills, Tampa, FL 33611",5000,1000,RT-CIS001108,Inactive,support1108@maynard.biz,"Tampa, FL",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001109,National Associates,Business Standard,"5618 Jones Inlet, Tampa, FL 33610",500,100,RT-CIS001109,Pending,support1109@evans.com,"Tampa, FL",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001110,Global Services,Business Premium,"128 Michael Court, Tampa, FL 33619",1000,250,RT-HPE001110,Suspended,support1110@tate-flores.com,"Tampa, FL",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001111,National Services,Business Standard,"391 Brandon Inlet, Tampa, FL 33607",500,100,RT-HPE001111,Pending,support1111@fischer.net,"Tampa, FL",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001112,City Financial LLC,Business Standard,"416 Larry Wells Suite 154, Tampa, FL 33618",500,100,RT-JNP001112,Inactive,support1112@williams.org,"Tampa, FL",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001113,City Construction Enterprises,Enterprise Plus,"70756 Joseph Ramp, Tampa, FL 33608",5000,1000,RT-HPE001113,Active,support1113@jacobson.com,"Tampa, FL",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001114,Elite Company,Business Elite,"073 Gary View, Tampa, FL 33611",2000,500,RT-CIS001114,Inactive,support1114@hicks.net,"Tampa, FL",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001115,Metro Enterprises,Basic Internet,"378 Brian Forest Suite 384, Tampa, FL 33611",100,20,RT-JNP001115,Active,support1115@taylor-beltran.biz,"Tampa, FL",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001116,Regional Company,Business Premium,"3916 Wong Parks Apt. 169, Tampa, FL 33615",1000,250,RT-JNP001116,Suspended,support1116@francis.com,"Tampa, FL",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001117,Innovative Partners,Basic Internet,"913 Jennifer Fort, Tampa, FL 33612",100,20,RT-FTR001117,Pending,support1117@mcgee.com,"Tampa, FL",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001118,Innovative Solutions,Business Elite,"34190 Jennifer Village Apt. 615, Tampa, FL 33612",2000,500,RT-JNP001118,Cancelled,support1118@west.com,"Tampa, FL",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001119,Elite Partners,Business Elite,"6684 Alvarado Walks Apt. 365, Tampa, FL 33611",2000,500,RT-CIS001119,Inactive,support1119@berg.com,"Tampa, FL",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001120,Digital Financial Technologies,Basic Internet,"4604 Ryan Estate Apt. 078, Tampa, FL 33620",100,20,RT-JNP001120,Suspended,support1120@harris-rodriguez.com,"Tampa, FL",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001121,National Healthcare Solutions,Business Premium,"4260 Floyd Pines, Tampa, FL 33613",1000,250,RT-CIS001121,Suspended,support1121@willis.com,"Tampa, FL",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001201,Digital Company,Business Elite,"41528 Bowen Orchard Apt. 562, Dallas, TX 75215",2000,500,RT-HPE001201,Pending,support1201@jackson.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001202,Smart Manufacturing Company,Business Premium,"951 Michelle Parkways Apt. 865, Dallas, TX 75216",1000,250,RT-FTR001202,Cancelled,support1202@johnson-brewer.net,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001203,Local Healthcare Technologies,Business Standard,"8509 Avila Trail Suite 430, Dallas, TX 75240",500,100,RT-CIS001203,Pending,support1203@parker.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001204,United Industries,Basic Internet,"79720 Adrienne Squares, Dallas, TX 75209",100,20,RT-JNP001204,Pending,support1204@perkins-adams.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001205,Acme Group,Business Standard,"3641 Carter Coves, Dallas, TX 75227",500,100,RT-JNP001205,Pending,support1205@carey-harris.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001206,Digital Logistics LLC,Business Standard,"9367 John Meadow, Dallas, TX 75246",500,100,RT-CIS001206,Active,support1206@york-williams.org,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001207,Tech Associates,Standard Internet,"14105 Stephen Ridges Apt. 987, Dallas, TX 75208",300,50,RT-HPE001207,Pending,support1207@brown.info,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001208,Regional Marketing Enterprises,Business Elite,"5238 Morales Dam, Dallas, TX 75238",2000,500,RT-FTR001208,Cancelled,support1208@grant-durham.biz,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001209,Regional Partners,Business Premium,"59867 Ramirez Wall Apt. 275, Dallas, TX 75232",1000,250,RT-JNP001209,Suspended,support1209@rogers.net,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001210,Acme Technologies,Standard Internet,"965 Cobb Ville Suite 282, Dallas, TX 75235",300,50,RT-HPE001210,Suspended,support1210@rubio-lozano.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001211,Smart Real Estate Corp,Business Premium,"0200 Eric Inlet Suite 393, Dallas, TX 75205",1000,250,RT-FTR001211,Inactive,support1211@mullen.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001212,Local Services,Standard Internet,"1305 Castillo Pike Apt. 682, Dallas, TX 75228",300,50,RT-CIS001212,Active,support1212@garcia.net,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001213,Regional Logistics Technologies,Business Elite,"9972 Mccarty Spurs Apt. 677, Dallas, TX 75228",2000,500,RT-CIS001213,Pending,support1213@herring.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001214,Smart Tech Corp,Standard Internet,"8254 Stephanie Cliff, Dallas, TX 75244",300,50,RT-FTR001214,Inactive,support1214@robinson.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001215,Local Systems,Enterprise Plus,"12392 Courtney Road, Dallas, TX 75205",5000,1000,RT-JNP001215,Inactive,support1215@brown.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001216,Smart Healthcare Solutions,Business Premium,"364 Moore Stravenue, Dallas, TX 75205",1000,250,RT-JNP001216,Pending,support1216@ford.info,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001217,Acme Real Estate Services,Business Premium,"172 Rachel Neck Suite 545, Dallas, TX 75218",1000,250,RT-FTR001217,Cancelled,support1217@burton.org,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001218,Tech Company,Business Elite,"2918 Reyes Shoals, Dallas, TX 75243",2000,500,RT-FTR001218,Active,support1218@allen.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001219,United Associates,Enterprise Plus,"72173 Scott Stravenue Apt. 992, Dallas, TX 75246",5000,1000,RT-JNP001219,Suspended,support1219@nguyen.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001220,Global Systems,Business Elite,"621 Lloyd Shoals, Dallas, TX 75246",2000,500,RT-JNP001220,Inactive,support1220@jones.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001221,Regional Manufacturing Enterprises,Business Premium,"55398 Luke Inlet, Dallas, TX 75252",1000,250,RT-CIS001221,Inactive,support1221@butler-burns.info,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001222,Smart Associates,Business Standard,"26430 Green Glen Suite 912, Dallas, TX 75204",500,100,RT-CIS001222,Cancelled,support1222@munoz-charles.org,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001223,Local LLC,Business Standard,"29271 Brian Gateway Suite 871, Dallas, TX 75207",500,100,RT-JNP001223,Cancelled,support1223@henry.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001224,Regional Associates,Basic Internet,"20125 Daniel Stream, Dallas, TX 75216",100,20,RT-HPE001224,Pending,support1224@kelley.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001225,Prime Marketing Industries,Business Standard,"8797 Bailey Fords, Dallas, TX 75212",500,100,RT-HPE001225,Suspended,support1225@singh.net,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001226,Tech Consulting Inc,Standard Internet,"38600 Andre Hollow Apt. 619, Dallas, TX 75237",300,50,RT-HPE001226,Active,support1226@flores.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001227,Elite Real Estate Technologies,Standard Internet,"910 Dawn Expressway, Dallas, TX 75229",300,50,RT-FTR001227,Inactive,support1227@mcmahon.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001228,Prime Corp,Standard Internet,"74830 Rhonda Ports Suite 713, Dallas, TX 75240",300,50,RT-FTR001228,Active,support1228@watkins.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001229,Prime Media Associates,Standard Internet,"22132 Michelle Squares Suite 672, Dallas, TX 75212",300,50,RT-HPE001229,Cancelled,support1229@wilson.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001230,Global Corp,Business Premium,"66122 David Stravenue, Dallas, TX 75231",1000,250,RT-HPE001230,Cancelled,support1230@griffin.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001231,Metro Solutions,Basic Internet,"39304 Ryan Junction Apt. 802, Dallas, TX 75208",100,20,RT-CIS001231,Pending,support1231@curtis-ortega.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001232,Digital Associates,Basic Internet,"42114 Kristine Springs, Dallas, TX 75228",100,20,RT-CIS001232,Inactive,support1232@garrett-taylor.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001233,United Inc,Business Standard,"522 Bennett Brook, Dallas, TX 75220",500,100,RT-FTR001233,Cancelled,support1233@lee.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001234,Regional Marketing LLC,Business Premium,"03995 Kimberly Prairie Suite 013, Dallas, TX 75219",1000,250,RT-CIS001234,Pending,support1234@wilson-hill.biz,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001235,Local Marketing Company,Business Premium,"585 Parker Curve Apt. 041, Dallas, TX 75223",1000,250,RT-FTR001235,Active,support1235@osborne.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001236,National Construction Company,Standard Internet,"59273 Ramirez Expressway Apt. 716, Dallas, TX 75201",300,50,RT-HPE001236,Suspended,support1236@atkins-johnson.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001237,Local Logistics Enterprises,Business Standard,"48155 Benton Estate, Dallas, TX 75201",500,100,RT-HPE001237,Cancelled,support1237@welch.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001238,Acme Manufacturing Group,Business Standard,"01095 Frye Port, Dallas, TX 75205",500,100,RT-HPE001238,Cancelled,support1238@hayes.org,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001239,Global Partners,Basic Internet,"7955 Coleman Extensions, Dallas, TX 75219",100,20,RT-HPE001239,Pending,support1239@king.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001240,National Industries,Basic Internet,"6010 Kayla Union Apt. 030, Dallas, TX 75223",100,20,RT-JNP001240,Active,support1240@sparks.biz,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001241,Smart Enterprises,Business Elite,"72680 Zachary Valleys Suite 712, Dallas, TX 75232",2000,500,RT-JNP001241,Inactive,support1241@johnson.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001242,Metro  Technologies,Basic Internet,"38067 John Mountain Apt. 510, Dallas, TX 75234",100,20,RT-CIS001242,Cancelled,support1242@ward-schmidt.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001243,Tech LLC,Business Elite,"3621 Angel Port Suite 258, Dallas, TX 75230",2000,500,RT-HPE001243,Inactive,support1243@rhodes.org,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001244,City Manufacturing Enterprises,Business Elite,"0318 Matthew Skyway Apt. 962, Dallas, TX 75251",2000,500,RT-HPE001244,Active,support1244@weeks-massey.biz,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001245,Metro Technologies,Standard Internet,"15918 Mariah Squares Suite 000, Dallas, TX 75237",300,50,RT-FTR001245,Cancelled,support1245@powell-coleman.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001246,United Enterprises,Enterprise Plus,"901 Brent Radial Suite 714, Dallas, TX 75237",5000,1000,RT-FTR001246,Pending,support1246@smith.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001247,Regional Retail Systems,Business Standard,"819 Andrews Island, Dallas, TX 75202",500,100,RT-FTR001247,Inactive,support1247@contreras.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001248,Acme Consulting Corp,Business Premium,"04998 Lindsey Hills Suite 698, Dallas, TX 75233",1000,250,RT-FTR001248,Suspended,support1248@fowler-wong.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001249,Regional Marketing Technologies,Enterprise Plus,"716 Morrison Summit Suite 166, Dallas, TX 75231",5000,1000,RT-CIS001249,Cancelled,support1249@hernandez.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001250,Global  Enterprises,Business Standard,"7943 Mariah Track, Dallas, TX 75201",500,100,RT-JNP001250,Suspended,support1250@kim-clark.net,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001251,Smart Services,Business Premium,"919 Roman Cliff Suite 262, Dallas, TX 75205",1000,250,RT-FTR001251,Cancelled,support1251@lewis.net,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001252,Digital Logistics LLC,Business Premium,"211 Brown Estate Apt. 418, Dallas, TX 75235",1000,250,RT-HPE001252,Pending,support1252@young.org,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001253,Prime Real Estate Partners,Business Elite,"11708 Reilly Pass Apt. 186, Dallas, TX 75228",2000,500,RT-CIS001253,Pending,support1253@torres-taylor.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001254,National Manufacturing Solutions,Business Elite,"8839 Compton Landing Suite 082, Dallas, TX 75206",2000,500,RT-CIS001254,Suspended,support1254@cain.net,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001255,Innovative Enterprises,Business Elite,"7571 Megan Light, Dallas, TX 75210",2000,500,RT-FTR001255,Cancelled,support1255@miller.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001256,Elite Logistics Associates,Enterprise Plus,"794 Carol Manors, Dallas, TX 75204",5000,1000,RT-JNP001256,Pending,support1256@mckee.biz,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001257,Local Healthcare Services,Basic Internet,"040 Perez Crest Suite 196, Dallas, TX 75209",100,20,RT-HPE001257,Active,support1257@gomez.info,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001258,Regional Legal LLC,Business Premium,"74883 Sharp Knoll, Dallas, TX 75224",1000,250,RT-CIS001258,Pending,support1258@maxwell.org,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001259,National Tech Inc,Basic Internet,"40964 Reyes Gateway Suite 960, Dallas, TX 75235",100,20,RT-HPE001259,Suspended,support1259@chavez-edwards.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001260,Advanced Corp,Business Standard,"28516 Ernest Knolls Apt. 648, Dallas, TX 75250",500,100,RT-HPE001260,Suspended,support1260@martinez.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001261,Digital Consulting Technologies,Standard Internet,"688 Christina Mews Apt. 467, Dallas, TX 75215",300,50,RT-CIS001261,Inactive,support1261@ewing.info,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001262,Elite Solutions,Business Standard,"0911 Jones Village, Dallas, TX 75244",500,100,RT-FTR001262,Active,support1262@willis.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001263,Metro Consulting LLC,Business Premium,"923 Rodriguez Forest Suite 605, Dallas, TX 75206",1000,250,RT-JNP001263,Cancelled,support1263@pollard.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001264,Prime Manufacturing Technologies,Basic Internet,"816 Chan Squares Apt. 254, Dallas, TX 75217",100,20,RT-JNP001264,Active,support1264@simpson-baker.org,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001265,Acme Marketing Associates,Basic Internet,"5034 Johnson Port, Dallas, TX 75234",100,20,RT-FTR001265,Active,support1265@morales-brown.info,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001266,Smart Consulting Systems,Business Elite,"249 Amy Stream, Dallas, TX 75208",2000,500,RT-FTR001266,Active,support1266@cline.net,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001267,Advanced Corp,Standard Internet,"41746 Kristin Villages, Dallas, TX 75224",300,50,RT-JNP001267,Suspended,support1267@dean-ellison.biz,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001268,Local Tech Corp,Basic Internet,"698 Holly Prairie Suite 987, Dallas, TX 75232",100,20,RT-HPE001268,Active,support1268@conrad-james.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001269,Smart Construction Solutions,Business Elite,"5945 Daniel Ridges, Dallas, TX 75231",2000,500,RT-FTR001269,Inactive,support1269@bowen.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001270,Metro Healthcare Industries,Business Standard,"753 Small Cape, Dallas, TX 75241",500,100,RT-CIS001270,Inactive,support1270@wilson-wells.biz,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001271,Advanced Financial Group,Business Premium,"98863 Edwards Loop, Dallas, TX 75237",1000,250,RT-JNP001271,Suspended,support1271@holland.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001272,Digital Inc,Business Standard,"067 Brandon Ranch Suite 248, Dallas, TX 75243",500,100,RT-HPE001272,Active,support1272@wright.biz,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001273,Metro Financial Company,Enterprise Plus,"896 Jimenez Causeway Suite 642, Dallas, TX 75244",5000,1000,RT-JNP001273,Inactive,support1273@wilkins.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001274,Elite Inc,Standard Internet,"7758 Ashley Tunnel Suite 533, Dallas, TX 75206",300,50,RT-FTR001274,Pending,support1274@trujillo.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001275,Prime Technologies,Basic Internet,"6226 Haynes Center Apt. 659, Dallas, TX 75225",100,20,RT-HPE001275,Suspended,support1275@reed.biz,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-001276,Global Solutions,Standard Internet,"12242 Patterson Neck, Dallas, TX 75248",300,50,RT-CIS001276,Pending,support1276@douglas.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
