"call_id","customer_id","startdatetime","enddatetime"
1633,CUST-002065,2025-11-19 12:28:46.000,2025-11-19 12:44:46.000
1139,CUST-001174,2025-11-19 12:28:54.000,2025-11-19 12:32:54.000
1170,CUST-004881,2025-11-19 12:28:54.000,2025-11-19 12:42:54.000
1673,CUST-001715,2025-11-19 12:29:02.000,2025-11-19 12:41:02.000
1708,CUST-002600,2025-11-19 12:29:12.000,2025-11-19 12:39:12.000
2409,CUST-001212,2025-11-19 12:29:17.000,2025-11-19 12:44:17.000
1609,CUST-001940,2025-11-19 12:29:19.000,2025-11-19 12:43:19.000
1957,CUST-002802,2025-11-19 12:29:28.000,2025-11-19 12:44:28.000
2310,CUST-002413,2025-11-19 12:29:34.000,2025-11-19 12:33:34.000
2653,CUST-002566,2025-11-19 12:29:35.000,2025-11-19 12:33:35.000
2451,CUST-002287,2025-11-19 12:29:47.000,2025-11-19 12:39:47.000
2567,CUST-001678,2025-11-19 12:30:16.000,2025-11-19 12:35:16.000
1944,CUST-002262,2025-11-19 12:30:39.000,2025-11-19 12:46:39.000
2921,CUST-003137,2025-11-19 12:30:41.000,2025-11-19 12:34:41.000
2126,CUST-002870,2025-11-19 12:30:42.000,2025-11-19 12:41:42.000
2001,CUST-002400,2025-11-19 12:30:47.000,2025-11-19 12:34:47.000
2764,CUST-001690,2025-11-19 12:30:48.000,2025-11-19 12:41:48.000
2131,CUST-002479,2025-11-19 12:30:49.000,2025-11-19 12:40:49.000
2247,CUST-002314,2025-11-19 12:30:53.000,2025-11-19 12:35:53.000
2188,CUST-002201,2025-11-19 12:30:58.000,2025-11-19 12:37:58.000
1655,CUST-002982,2025-11-19 12:31:31.000,2025-11-19 12:39:31.000
2808,CUST-001672,2025-11-19 12:31:56.000,2025-11-19 12:38:56.000
2788,CUST-002262,2025-11-19 12:32:04.000,2025-11-19 12:36:04.000
1616,CUST-002866,2025-11-19 12:32:23.000,2025-11-19 12:47:23.000
2051,CUST-001799,2025-11-19 12:32:24.000,2025-11-19 12:37:24.000
2987,CUST-003006,2025-11-19 12:32:27.000,2025-11-19 12:46:27.000
2230,CUST-002889,2025-11-19 12:32:56.000,2025-11-19 12:47:56.000
2833,CUST-001286,2025-11-19 12:33:20.000,2025-11-19 12:45:20.000
2846,CUST-002189,2025-11-19 12:33:20.000,2025-11-19 12:41:20.000
2215,CUST-002887,2025-11-19 12:33:53.000,2025-11-19 12:37:53.000
2396,CUST-001699,2025-11-19 12:34:00.000,2025-11-19 12:49:00.000
1688,CUST-002595,2025-11-19 12:34:06.000,2025-11-19 12:40:06.000
2582,CUST-002109,2025-11-19 12:34:09.000,2025-11-19 12:40:09.000
2503,CUST-002799,2025-11-19 12:34:12.000,2025-11-19 12:43:12.000
2438,CUST-002708,2025-11-19 12:34:20.000,2025-11-19 12:46:20.000
2951,CUST-001986,2025-11-19 12:34:22.000,2025-11-19 12:40:22.000
2717,CUST-001629,2025-11-19 12:34:26.000,2025-11-19 12:45:26.000
1766,CUST-002349,2025-11-19 12:34:28.000,2025-11-19 12:38:28.000
1063,CUST-003709,2025-11-19 12:34:30.000,2025-11-19 12:42:30.000
2781,CUST-003085,2025-11-19 12:34:33.000,2025-11-19 12:46:33.000
1841,CUST-001474,2025-11-19 12:34:38.000,2025-11-19 12:45:38.000
2000,CUST-002824,2025-11-19 12:34:47.000,2025-11-19 12:41:47.000
1896,CUST-001459,2025-11-19 12:34:51.000,2025-11-19 12:38:51.000
2878,CUST-001425,2025-11-19 12:35:01.000,2025-11-19 12:39:01.000
2667,CUST-002831,2025-11-19 12:35:02.000,2025-11-19 12:48:02.000
2677,CUST-002921,2025-11-19 12:35:03.000,2025-11-19 12:44:03.000
2599,CUST-003157,2025-11-19 12:35:25.000,2025-11-19 12:42:25.000
1929,CUST-002831,2025-11-19 12:35:30.000,2025-11-19 12:45:30.000
2831,CUST-001672,2025-11-19 12:35:48.000,2025-11-19 12:42:48.000
2524,CUST-001631,2025-11-19 12:35:50.000,2025-11-19 12:49:50.000
2549,CUST-002538,2025-11-19 12:35:50.000,2025-11-19 12:43:50.000
2939,CUST-001232,2025-11-19 12:36:01.000,2025-11-19 12:46:01.000
2303,CUST-002863,2025-11-19 12:36:06.000,2025-11-19 12:49:06.000
1636,CUST-001754,2025-11-19 12:36:08.000,2025-11-19 12:44:08.000
1803,CUST-001368,2025-11-19 12:36:11.000,2025-11-19 12:44:11.000
1936,CUST-003087,2025-11-19 12:36:28.000,2025-11-19 12:48:28.000
2967,CUST-001678,2025-11-19 12:36:28.000,2025-11-19 12:48:28.000
2292,CUST-002384,2025-11-19 12:36:37.000,2025-11-19 12:48:37.000
2522,CUST-003200,2025-11-19 12:36:37.000,2025-11-19 12:48:37.000
1626,CUST-002721,2025-11-19 12:36:42.000,2025-11-19 12:46:42.000
2815,CUST-001945,2025-11-19 12:36:45.000,2025-11-19 12:52:45.000
2610,CUST-001580,2025-11-19 12:36:47.000,2025-11-19 12:45:47.000
1667,CUST-001784,2025-11-19 12:36:54.000,2025-11-19 12:45:54.000
1412,CUST-002690,2025-11-19 12:37:00.000,2025-11-19 12:50:00.000
1969,CUST-002986,2025-11-19 12:37:05.000,2025-11-19 12:49:05.000
1934,CUST-002560,2025-11-19 12:37:15.000,2025-11-19 12:48:15.000
2982,CUST-002533,2025-11-19 12:37:16.000,2025-11-19 12:48:16.000
2633,CUST-002595,2025-11-19 12:37:17.000,2025-11-19 12:46:17.000
2911,CUST-003015,2025-11-19 12:37:19.000,2025-11-19 12:41:19.000
2200,CUST-003144,2025-11-19 12:37:30.000,2025-11-19 12:51:30.000
2743,CUST-001381,2025-11-19 12:37:38.000,2025-11-19 12:41:38.000
2586,CUST-001678,2025-11-19 12:37:42.000,2025-11-19 12:51:42.000
2566,CUST-003190,2025-11-19 12:37:46.000,2025-11-19 12:51:46.000
2205,CUST-002061,2025-11-19 12:37:57.000,2025-11-19 12:46:57.000
2144,CUST-002129,2025-11-19 12:38:02.000,2025-11-19 12:43:02.000
1459,CUST-003284,2025-11-19 12:38:06.000,2025-11-19 12:54:06.000
1913,CUST-001542,2025-11-19 12:38:10.000,2025-11-19 12:52:10.000
1663,CUST-002956,2025-11-19 12:38:23.000,2025-11-19 12:45:23.000
2735,CUST-001532,2025-11-19 12:38:34.000,2025-11-19 12:44:34.000
1779,CUST-002179,2025-11-19 12:38:44.000,2025-11-19 12:50:44.000
2699,CUST-002513,2025-11-19 12:38:51.000,2025-11-19 12:52:51.000
2701,CUST-001232,2025-11-19 12:38:56.000,2025-11-19 12:45:56.000
1968,CUST-002997,2025-11-19 12:39:19.000,2025-11-19 12:44:19.000
2171,CUST-003137,2025-11-19 12:39:23.000,2025-11-19 12:55:23.000
2195,CUST-001958,2025-11-19 12:39:25.000,2025-11-19 12:50:25.000
1640,CUST-001905,2025-11-19 12:39:26.000,2025-11-19 12:53:26.000
2435,CUST-002837,2025-11-19 12:39:28.000,2025-11-19 12:45:28.000
2786,CUST-001285,2025-11-19 12:39:32.000,2025-11-19 12:54:32.000
1744,CUST-001344,2025-11-19 12:39:36.000,2025-11-19 12:45:36.000
2282,CUST-001757,2025-11-19 12:39:44.000,2025-11-19 12:55:44.000
1868,CUST-002682,2025-11-19 12:39:46.000,2025-11-19 12:44:46.000
2095,CUST-002123,2025-11-19 12:40:04.000,2025-11-19 12:44:04.000
2070,CUST-002803,2025-11-19 12:40:07.000,2025-11-19 12:48:07.000
1931,CUST-002974,2025-11-19 12:40:16.000,2025-11-19 12:49:16.000
2631,CUST-002561,2025-11-19 12:40:20.000,2025-11-19 12:45:20.000
2639,CUST-002600,2025-11-19 12:40:33.000,2025-11-19 12:56:33.000
1951,CUST-001335,2025-11-19 12:40:46.000,2025-11-19 12:49:46.000
2357,CUST-001384,2025-11-19 12:41:04.000,2025-11-19 12:46:04.000
2141,CUST-002005,2025-11-19 12:41:35.000,2025-11-19 12:46:35.000
2160,CUST-003026,2025-11-19 12:41:42.000,2025-11-19 12:55:42.000
2219,CUST-002484,2025-11-19 12:41:47.000,2025-11-19 12:48:47.000
1971,CUST-002331,2025-11-19 12:41:57.000,2025-11-19 12:57:57.000
1218,CUST-001684,2025-11-19 12:42:00.000,2025-11-19 12:46:00.000
1976,CUST-003006,2025-11-19 12:42:00.000,2025-11-19 12:53:00.000
2253,CUST-001600,2025-11-19 12:42:02.000,2025-11-19 12:51:02.000
2585,CUST-002433,2025-11-19 12:42:12.000,2025-11-19 12:48:12.000
2850,CUST-003172,2025-11-19 12:42:33.000,2025-11-19 12:52:33.000
1860,CUST-001678,2025-11-19 12:42:41.000,2025-11-19 12:54:41.000
1846,CUST-002046,2025-11-19 12:42:51.000,2025-11-19 12:56:51.000
2265,CUST-002065,2025-11-19 12:42:55.000,2025-11-19 12:55:55.000
2011,CUST-001689,2025-11-19 12:42:58.000,2025-11-19 12:52:58.000
2820,CUST-003102,2025-11-19 12:43:10.000,2025-11-19 12:58:10.000
2860,CUST-003048,2025-11-19 12:43:10.000,2025-11-19 12:57:10.000
2326,CUST-001789,2025-11-19 12:43:11.000,2025-11-19 12:58:11.000
2058,CUST-003200,2025-11-19 12:43:39.000,2025-11-19 12:55:39.000
1921,CUST-003087,2025-11-19 12:44:06.000,2025-11-19 12:57:06.000
1784,CUST-002593,2025-11-19 12:44:07.000,2025-11-19 12:52:07.000
2425,CUST-001286,2025-11-19 12:44:12.000,2025-11-19 12:48:12.000
2811,CUST-001728,2025-11-19 12:44:17.000,2025-11-19 12:55:17.000
2561,CUST-001826,2025-11-19 12:44:20.000,2025-11-19 12:59:20.000
1619,CUST-001563,2025-11-19 12:44:28.000,2025-11-19 12:54:28.000
1926,CUST-002121,2025-11-19 12:44:29.000,2025-11-19 12:55:29.000
2037,CUST-003056,2025-11-19 12:45:02.000,2025-11-19 12:58:02.000
1825,CUST-002384,2025-11-19 12:45:03.000,2025-11-19 12:54:03.000
2236,CUST-001701,2025-11-19 12:45:12.000,2025-11-19 12:55:12.000
1820,CUST-002628,2025-11-19 12:45:21.000,2025-11-19 12:57:21.000
1647,CUST-001430,2025-11-19 12:45:23.000,2025-11-19 12:57:23.000
2130,CUST-002658,2025-11-19 12:45:27.000,2025-11-19 12:54:27.000
2537,CUST-003021,2025-11-19 12:45:28.000,2025-11-19 12:54:28.000
1962,CUST-001659,2025-11-19 12:45:38.000,2025-11-19 12:59:38.000
2947,CUST-001673,2025-11-19 12:45:48.000,2025-11-19 13:01:48.000
2800,CUST-003011,2025-11-19 12:45:58.000,2025-11-19 12:54:58.000
2036,CUST-002340,2025-11-19 12:45:59.000,2025-11-19 13:00:59.000
2953,CUST-002054,2025-11-19 12:46:18.000,2025-11-19 13:01:18.000
1677,CUST-003200,2025-11-19 12:46:23.000,2025-11-19 12:51:23.000
1988,CUST-002988,2025-11-19 12:46:23.000,2025-11-19 12:51:23.000
2782,CUST-001660,2025-11-19 12:46:23.000,2025-11-19 12:53:23.000
1829,CUST-001331,2025-11-19 12:46:28.000,2025-11-19 12:52:28.000
2108,CUST-003154,2025-11-19 12:46:32.000,2025-11-19 12:50:32.000
2508,CUST-002430,2025-11-19 12:46:33.000,2025-11-19 12:58:33.000
2997,CUST-003165,2025-11-19 12:46:36.000,2025-11-19 12:52:36.000
2091,CUST-002262,2025-11-19 12:46:37.000,2025-11-19 12:59:37.000
2420,CUST-001488,2025-11-19 12:46:41.000,2025-11-19 12:54:41.000
2738,CUST-001409,2025-11-19 12:46:42.000,2025-11-19 12:56:42.000
2179,CUST-001702,2025-11-19 12:46:44.000,2025-11-19 13:00:44.000
2675,CUST-001635,2025-11-19 12:46:51.000,2025-11-19 12:58:51.000
2190,CUST-003162,2025-11-19 12:47:27.000,2025-11-19 12:55:27.000
2660,CUST-002102,2025-11-19 12:47:32.000,2025-11-19 12:57:32.000
1631,CUST-001626,2025-11-19 12:47:48.000,2025-11-19 12:59:48.000
2773,CUST-001743,2025-11-19 12:48:12.000,2025-11-19 12:58:12.000
2940,CUST-002401,2025-11-19 12:48:12.000,2025-11-19 12:57:12.000
2616,CUST-002090,2025-11-19 12:48:29.000,2025-11-19 12:59:29.000
2429,CUST-002918,2025-11-19 12:48:32.000,2025-11-19 12:53:32.000
2642,CUST-002576,2025-11-19 12:48:33.000,2025-11-19 12:55:33.000
2922,CUST-001458,2025-11-19 12:48:35.000,2025-11-19 13:02:35.000
2407,CUST-002090,2025-11-19 12:48:43.000,2025-11-19 12:58:43.000
2492,CUST-001285,2025-11-19 12:48:46.000,2025-11-19 12:55:46.000
2617,CUST-001324,2025-11-19 12:48:47.000,2025-11-19 12:53:47.000
2780,CUST-001914,2025-11-19 12:49:01.000,2025-11-19 13:01:01.000
1987,CUST-001356,2025-11-19 12:49:06.000,2025-11-19 13:04:06.000
2565,CUST-002177,2025-11-19 12:49:06.000,2025-11-19 12:55:06.000
1084,CUST-000804,2025-11-19 12:49:07.000,2025-11-19 12:59:07.000
2557,CUST-001208,2025-11-19 12:49:19.000,2025-11-19 12:53:19.000
2198,CUST-001543,2025-11-19 12:49:21.000,2025-11-19 13:05:21.000
1837,CUST-002208,2025-11-19 12:49:25.000,2025-11-19 12:58:25.000
2281,CUST-003038,2025-11-19 12:49:31.000,2025-11-19 12:55:31.000
2472,CUST-001286,2025-11-19 12:50:13.000,2025-11-19 12:58:13.000
2382,CUST-002612,2025-11-19 12:50:16.000,2025-11-19 13:00:16.000
2239,CUST-001384,2025-11-19 12:50:48.000,2025-11-19 13:06:48.000
2606,CUST-002197,2025-11-19 12:50:54.000,2025-11-19 12:55:54.000
2181,CUST-002287,2025-11-19 12:50:56.000,2025-11-19 12:54:56.000
1709,CUST-002063,2025-11-19 12:50:57.000,2025-11-19 12:59:57.000
1487,CUST-004490,2025-11-19 12:51:00.000,2025-11-19 13:07:00.000
2858,CUST-003200,2025-11-19 12:51:06.000,2025-11-19 12:58:06.000
2458,CUST-001339,2025-11-19 12:51:17.000,2025-11-19 13:03:17.000
2308,CUST-002049,2025-11-19 12:51:27.000,2025-11-19 12:56:27.000
2695,CUST-002559,2025-11-19 12:51:35.000,2025-11-19 13:05:35.000
1789,CUST-003184,2025-11-19 12:51:42.000,2025-11-19 13:03:42.000
2469,CUST-001615,2025-11-19 12:51:43.000,2025-11-19 13:01:43.000
2302,CUST-001788,2025-11-19 12:52:08.000,2025-11-19 13:01:08.000
1880,CUST-001615,2025-11-19 12:52:11.000,2025-11-19 12:56:11.000
2169,CUST-001261,2025-11-19 12:52:18.000,2025-11-19 13:05:18.000
2706,CUST-001446,2025-11-19 12:52:31.000,2025-11-19 13:01:31.000
2673,CUST-002721,2025-11-19 12:52:37.000,2025-11-19 13:00:37.000
2068,CUST-001789,2025-11-19 12:53:08.000,2025-11-19 12:57:08.000
1889,CUST-001931,2025-11-19 12:53:19.000,2025-11-19 13:02:19.000
2174,CUST-002592,2025-11-19 12:53:30.000,2025-11-19 13:07:30.000
2837,CUST-002532,2025-11-19 12:53:31.000,2025-11-19 13:06:31.000
1042,CUST-000150,2025-11-19 12:53:43.000,2025-11-19 13:06:43.000
2902,CUST-002065,2025-11-19 12:53:47.000,2025-11-19 12:58:47.000
1064,CUST-002205,2025-11-19 12:54:00.000,2025-11-19 13:00:00.000
1658,CUST-002227,2025-11-19 12:54:11.000,2025-11-19 13:07:11.000
2386,CUST-001699,2025-11-19 12:54:12.000,2025-11-19 13:05:12.000
1707,CUST-002741,2025-11-19 12:55:05.000,2025-11-19 13:02:05.000
1754,CUST-002921,2025-11-19 12:55:10.000,2025-11-19 13:05:10.000
2550,CUST-001553,2025-11-19 12:55:20.000,2025-11-19 13:08:20.000
2109,CUST-001632,2025-11-19 12:55:48.000,2025-11-19 13:07:48.000
2770,CUST-001644,2025-11-19 12:56:00.000,2025-11-19 13:08:00.000
2959,CUST-002956,2025-11-19 12:56:02.000,2025-11-19 13:00:02.000
2044,CUST-003123,2025-11-19 12:56:20.000,2025-11-19 13:10:20.000
2872,CUST-001312,2025-11-19 12:56:29.000,2025-11-19 13:12:29.000
2950,CUST-002597,2025-11-19 12:56:45.000,2025-11-19 13:05:45.000
2632,CUST-001458,2025-11-19 12:56:57.000,2025-11-19 13:06:57.000
1941,CUST-003094,2025-11-19 12:57:14.000,2025-11-19 13:05:14.000
2119,CUST-002174,2025-11-19 12:57:15.000,2025-11-19 13:02:15.000
2905,CUST-002559,2025-11-19 12:58:06.000,2025-11-19 13:03:06.000
1478,CUST-002096,2025-11-19 12:58:12.000,2025-11-19 13:02:12.000
2278,CUST-001790,2025-11-19 12:58:32.000,2025-11-19 13:11:32.000
1830,CUST-002843,2025-11-19 12:58:33.000,2025-11-19 13:13:33.000
2875,CUST-002223,2025-11-19 12:58:35.000,2025-11-19 13:14:35.000
2615,CUST-001941,2025-11-19 12:58:38.000,2025-11-19 13:13:38.000
2629,CUST-002879,2025-11-19 12:58:52.000,2025-11-19 13:13:52.000
2514,CUST-002981,2025-11-19 12:59:02.000,2025-11-19 13:03:02.000
2125,CUST-003016,2025-11-19 12:59:18.000,2025-11-19 13:14:18.000
2099,CUST-003176,2025-11-19 12:59:44.000,2025-11-19 13:04:44.000
1900,CUST-001858,2025-11-19 12:59:45.000,2025-11-19 13:11:45.000
1690,CUST-003157,2025-11-19 12:59:57.000,2025-11-19 13:09:57.000
2314,CUST-003133,2025-11-19 12:59:58.000,2025-11-19 13:10:58.000
2755,CUST-001941,2025-11-19 13:00:01.000,2025-11-19 13:16:01.000
2568,CUST-002063,2025-11-19 13:00:16.000,2025-11-19 13:12:16.000
1808,CUST-002952,2025-11-19 13:00:37.000,2025-11-19 13:12:37.000
1564,CUST-003261,2025-11-19 13:00:42.000,2025-11-19 13:14:42.000
2754,CUST-001419,2025-11-19 13:00:50.000,2025-11-19 13:05:50.000
2887,CUST-001446,2025-11-19 13:00:50.000,2025-11-19 13:07:50.000
1950,CUST-002242,2025-11-19 13:00:54.000,2025-11-19 13:06:54.000
2552,CUST-002141,2025-11-19 13:01:10.000,2025-11-19 13:16:10.000
1786,CUST-002169,2025-11-19 13:01:15.000,2025-11-19 13:10:15.000
2600,CUST-002823,2025-11-19 13:01:42.000,2025-11-19 13:17:42.000
1760,CUST-001425,2025-11-19 13:02:58.000,2025-11-19 13:07:58.000
2785,CUST-002049,2025-11-19 13:03:12.000,2025-11-19 13:10:12.000
1630,CUST-001593,2025-11-19 13:03:31.000,2025-11-19 13:16:31.000
1660,CUST-001243,2025-11-19 13:03:54.000,2025-11-19 13:17:54.000
2518,CUST-001728,2025-11-19 13:04:10.000,2025-11-19 13:11:10.000
2917,CUST-002669,2025-11-19 13:04:47.000,2025-11-19 13:19:47.000
2879,CUST-001961,2025-11-19 13:04:55.000,2025-11-19 13:19:55.000
2204,CUST-001492,2025-11-19 13:04:59.000,2025-11-19 13:14:59.000
2856,CUST-001920,2025-11-19 13:05:23.000,2025-11-19 13:16:23.000
2456,CUST-002622,2025-11-19 13:05:30.000,2025-11-19 13:13:30.000
2683,CUST-002320,2025-11-19 13:05:40.000,2025-11-19 13:21:40.000
2086,CUST-001464,2025-11-19 13:05:47.000,2025-11-19 13:16:47.000
1349,CUST-004895,2025-11-19 13:06:00.000,2025-11-19 13:14:00.000
1895,CUST-001685,2025-11-19 13:06:22.000,2025-11-19 13:11:22.000
2252,CUST-001790,2025-11-19 13:06:22.000,2025-11-19 13:13:22.000
2900,CUST-002792,2025-11-19 13:06:26.000,2025-11-19 13:11:26.000
2541,CUST-001425,2025-11-19 13:06:35.000,2025-11-19 13:16:35.000
1815,CUST-003083,2025-11-19 13:06:42.000,2025-11-19 13:16:42.000
2024,CUST-002209,2025-11-19 13:07:11.000,2025-11-19 13:18:11.000
2380,CUST-001284,2025-11-19 13:08:05.000,2025-11-19 13:14:05.000
1724,CUST-002312,2025-11-19 13:08:06.000,2025-11-19 13:14:06.000
1648,CUST-002823,2025-11-19 13:10:15.000,2025-11-19 13:17:15.000
2381,CUST-001407,2025-11-19 13:11:12.000,2025-11-19 13:15:12.000
1714,CUST-002952,2025-11-19 13:11:50.000,2025-11-19 13:15:50.000
2580,CUST-002800,2025-11-19 13:11:53.000,2025-11-19 13:25:53.000
2389,CUST-002997,2025-11-19 13:11:55.000,2025-11-19 13:21:55.000
1194,CUST-004805,2025-11-19 13:12:00.000,2025-11-19 13:23:00.000
1477,CUST-001545,2025-11-19 13:12:00.000,2025-11-19 13:19:00.000
1530,CUST-003740,2025-11-19 13:13:00.000,2025-11-19 13:21:00.000
1159,CUST-004740,2025-11-19 13:15:30.000,2025-11-19 13:26:30.000
2078,CUST-001960,2025-11-19 13:16:22.000,2025-11-19 13:32:22.000
1023,CUST-001687,2025-11-19 13:17:00.000,2025-11-19 13:33:00.000
1556,CUST-000851,2025-11-19 13:17:33.000,2025-11-19 13:22:33.000
1770,CUST-001223,2025-11-19 13:17:42.000,2025-11-19 13:25:42.000
2365,CUST-002791,2025-11-19 13:18:03.000,2025-11-19 13:30:03.000
1070,CUST-003598,2025-11-19 13:20:54.000,2025-11-19 13:34:54.000
1256,CUST-005380,2025-11-19 13:21:00.000,2025-11-19 13:29:00.000
2101,CUST-001950,2025-11-19 13:21:05.000,2025-11-19 13:33:05.000
2477,CUST-001610,2025-11-19 13:21:56.000,2025-11-19 13:32:56.000
1499,CUST-002445,2025-11-19 13:23:31.000,2025-11-19 13:37:31.000
1414,CUST-002914,2025-11-19 13:23:51.000,2025-11-19 13:38:51.000
1483,CUST-000291,2025-11-19 13:24:00.000,2025-11-19 13:30:00.000
1406,CUST-000585,2025-11-19 13:27:00.000,2025-11-19 13:41:00.000
2803,CUST-003082,2025-11-19 13:27:12.000,2025-11-19 13:33:12.000
2248,CUST-001914,2025-11-19 13:27:37.000,2025-11-19 13:36:37.000
1953,CUST-002837,2025-11-19 13:27:45.000,2025-11-19 13:33:45.000
1456,CUST-004911,2025-11-19 13:29:00.000,2025-11-19 13:37:00.000
1573,CUST-001128,2025-11-19 13:31:00.000,2025-11-19 13:40:00.000
1123,CUST-002243,2025-11-19 13:32:01.000,2025-11-19 13:40:01.000
2744,CUST-002520,2025-11-19 13:32:32.000,2025-11-19 13:37:32.000
1111,CUST-001815,2025-11-19 13:33:00.000,2025-11-19 13:46:00.000
1374,CUST-003911,2025-11-19 13:33:07.000,2025-11-19 13:40:07.000
1257,CUST-001223,2025-11-19 13:36:00.000,2025-11-19 13:52:00.000
1266,CUST-000244,2025-11-19 13:36:00.000,2025-11-19 13:43:00.000
1031,CUST-003384,2025-11-19 13:37:00.000,2025-11-19 13:52:00.000
1361,CUST-002872,2025-11-19 13:37:00.000,2025-11-19 13:51:00.000
1249,CUST-004713,2025-11-19 13:42:01.000,2025-11-19 13:51:01.000
1204,CUST-003351,2025-11-19 13:44:00.000,2025-11-19 13:54:00.000
1305,CUST-001155,2025-11-19 13:47:00.000,2025-11-19 13:55:00.000
1466,CUST-003127,2025-11-19 13:49:00.000,2025-11-19 13:59:00.000
2762,CUST-001945,2025-11-19 13:49:46.000,2025-11-19 13:59:46.000
1233,CUST-002167,2025-11-19 13:50:00.000,2025-11-19 14:05:00.000
1035,CUST-003036,2025-11-19 13:51:00.000,2025-11-19 13:55:00.000
1040,CUST-002564,2025-11-19 13:52:00.000,2025-11-19 14:03:00.000
1462,CUST-001715,2025-11-19 13:52:00.000,2025-11-19 14:04:00.000
2816,CUST-002263,2025-11-19 13:52:47.000,2025-11-19 14:02:47.000
1311,CUST-004021,2025-11-19 13:55:00.000,2025-11-19 14:06:00.000
1625,CUST-002421,2025-11-19 14:00:07.000,2025-11-19 14:11:07.000
1289,CUST-003397,2025-11-19 14:00:31.000,2025-11-19 14:11:31.000
2046,CUST-002778,2025-11-19 14:00:33.000,2025-11-19 14:16:33.000
2496,CUST-002620,2025-11-19 14:00:56.000,2025-11-19 14:09:56.000
1264,CUST-002991,2025-11-19 14:01:00.000,2025-11-19 14:11:00.000
1887,CUST-002340,2025-11-19 14:01:40.000,2025-11-19 14:10:40.000
1002,CUST-001156,2025-11-19 14:02:05.000,2025-11-19 14:06:05.000
1219,CUST-005454,2025-11-19 14:03:00.000,2025-11-19 14:19:00.000
1705,CUST-002831,2025-11-19 14:03:22.000,2025-11-19 14:12:22.000
2652,CUST-003017,2025-11-19 14:03:59.000,2025-11-19 14:12:59.000
1029,CUST-004952,2025-11-19 14:04:00.000,2025-11-19 14:19:00.000
1473,CUST-003636,2025-11-19 14:04:00.000,2025-11-19 14:13:00.000
1568,CUST-003986,2025-11-19 14:05:08.000,2025-11-19 14:17:08.000
1316,CUST-000782,2025-11-19 14:07:38.000,2025-11-19 14:19:38.000
2288,CUST-002818,2025-11-19 14:12:10.000,2025-11-19 14:23:10.000
1905,CUST-003087,2025-11-19 14:13:53.000,2025-11-19 14:20:53.000
2516,CUST-002179,2025-11-19 14:16:47.000,2025-11-19 14:28:47.000
1145,CUST-005125,2025-11-19 14:17:00.000,2025-11-19 14:27:00.000
1365,CUST-002121,2025-11-19 14:17:52.000,2025-11-19 14:25:52.000
1133,CUST-004234,2025-11-19 14:18:25.000,2025-11-19 14:22:25.000
1493,CUST-002228,2025-11-19 14:22:00.000,2025-11-19 14:32:00.000
1303,CUST-003618,2025-11-19 14:22:27.000,2025-11-19 14:32:27.000
1557,CUST-001742,2025-11-19 14:24:00.000,2025-11-19 14:34:00.000
1447,CUST-001859,2025-11-19 14:27:00.000,2025-11-19 14:36:00.000
1534,CUST-002383,2025-11-19 14:27:34.000,2025-11-19 14:32:34.000
1352,CUST-005059,2025-11-19 14:28:18.000,2025-11-19 14:32:18.000
1189,CUST-000997,2025-11-19 14:33:48.000,2025-11-19 14:42:48.000
1497,CUST-001536,2025-11-19 14:35:31.000,2025-11-19 14:39:31.000
1455,CUST-005271,2025-11-19 14:42:09.000,2025-11-19 14:52:09.000
1372,CUST-000257,2025-11-19 14:45:00.000,2025-11-19 14:49:00.000
1036,CUST-003201,2025-11-19 14:47:42.000,2025-11-19 14:56:42.000
1279,CUST-000531,2025-11-19 14:50:00.000,2025-11-19 15:00:00.000
1009,CUST-005409,2025-11-19 14:52:58.000,2025-11-19 15:07:58.000
1245,CUST-001122,2025-11-19 14:53:00.000,2025-11-19 15:06:00.000
1021,CUST-002252,2025-11-19 14:56:03.000,2025-11-19 15:12:03.000
1010,CUST-005239,2025-11-19 14:58:00.000,2025-11-19 15:06:00.000
1533,CUST-004025,2025-11-19 14:58:43.000,2025-11-19 15:03:43.000
1565,CUST-003544,2025-11-19 14:59:56.000,2025-11-19 15:14:56.000
1376,CUST-003539,2025-11-19 15:17:00.000,2025-11-19 15:22:00.000
1388,CUST-002426,2025-11-19 15:53:00.000,2025-11-19 15:59:00.000
1054,CUST-002761,2025-11-19 15:59:00.000,2025-11-19 16:10:00.000
1386,CUST-005528,2025-11-19 16:03:00.000,2025-11-19 16:08:00.000
1528,CUST-002093,2025-11-19 16:03:00.000,2025-11-19 16:10:00.000
1210,CUST-003660,2025-11-19 16:06:00.000,2025-11-19 16:13:00.000
1287,CUST-003816,2025-11-19 16:16:00.000,2025-11-19 16:28:00.000
1028,CUST-001396,2025-11-19 16:23:00.000,2025-11-19 16:35:00.000
1519,CUST-005211,2025-11-19 16:35:00.000,2025-11-19 16:49:00.000
1492,CUST-000367,2025-11-19 16:37:00.000,2025-11-19 16:41:00.000
1045,CUST-003488,2025-11-19 17:04:00.000,2025-11-19 17:19:00.000
1362,CUST-004785,2025-11-19 17:09:00.000,2025-11-19 17:13:00.000
1016,CUST-002773,2025-11-19 18:20:00.000,2025-11-19 18:27:00.000
1442,CUST-004130,2025-11-19 18:36:00.000,2025-11-19 18:48:00.000
1026,CUST-000947,2025-11-19 18:41:03.000,2025-11-19 18:46:03.000
1419,CUST-000762,2025-11-19 18:41:15.000,2025-11-19 18:56:15.000
